Air temperature [K],flow speed ,pressure [N],Target,DateTime
299.7,1386,46.6,0,2023-12-28 21:00:00
302.9,1315,51.7,1,2023-12-28 22:00:00
300.6,1286,69.2,1,2023-12-28 23:00:00
299.3,1187,69.5,1,2023-12-29 00:00:00
300.6,1486,41.2,0,2023-12-29 01:00:00
300.7,1692,30.3,0,2023-12-29 02:00:00
300.8,1325,72.0,1,2023-12-29 03:00:00
297.1,2840,5.3,1,2023-12-29 04:00:00
301.6,1706,29.9,0,2023-12-29 05:00:00
302.8,1225,67.9,1,2023-12-29 06:00:00
298.9,1438,51.7,0,2023-12-29 07:00:00
303.7,1359,56.8,1,2023-12-29 08:00:00
302.1,1372,47.3,1,2023-12-29 09:00:00
299.0,1375,54.1,1,2023-12-29 10:00:00
299.0,1577,40.0,0,2023-12-29 11:00:00
303.4,1561,38.2,0,2023-12-29 12:00:00
301.0,1464,45.8,0,2023-12-29 13:00:00
298.8,1678,32.8,0,2023-12-29 14:00:00
302.6,1325,57.9,1,2023-12-29 15:00:00
302.3,1316,47.2,0,2023-12-29 16:00:00
302.6,1338,56.2,1,2023-12-29 17:00:00
300.8,1419,46.4,0,2023-12-29 18:00:00
299.6,1553,38.0,0,2023-12-29 19:00:00
301.4,1280,61.0,0,2023-12-29 20:00:00
303.8,1364,60.4,1,2023-12-29 21:00:00
302.1,1287,69.3,1,2023-12-29 22:00:00
299.1,1397,49.5,0,2023-12-29 23:00:00
300.6,1964,21.4,0,2023-12-30 00:00:00
298.7,1500,38.8,0,2023-12-30 01:00:00
302.9,1330,54.1,1,2023-12-30 02:00:00
301.9,2646,11.8,1,2023-12-30 03:00:00
302.5,1371,53.0,1,2023-12-30 04:00:00
297.8,1516,40.1,0,2023-12-30 05:00:00
303.4,1343,49.6,1,2023-12-30 06:00:00
297.5,1318,58.2,0,2023-12-30 07:00:00
302.0,1809,27.1,0,2023-12-30 08:00:00
303.0,1524,42.1,0,2023-12-30 09:00:00
302.4,1578,31.2,0,2023-12-30 10:00:00
302.5,1356,55.3,1,2023-12-30 11:00:00
302.5,1326,58.5,1,2023-12-30 12:00:00
299.9,1326,60.1,1,2023-12-30 13:00:00
298.5,1557,36.0,0,2023-12-30 14:00:00
302.3,1328,58.0,1,2023-12-30 15:00:00
300.2,1345,61.2,1,2023-12-30 16:00:00
300.2,1417,41.1,0,2023-12-30 17:00:00
300.1,1488,38.5,1,2023-12-30 18:00:00
301.7,1455,39.8,0,2023-12-30 19:00:00
302.3,1366,48.4,1,2023-12-30 20:00:00
299.1,1373,55.6,0,2023-12-30 21:00:00
303.2,1358,55.9,1,2023-12-30 22:00:00
301.2,1367,58.3,1,2023-12-30 23:00:00
302.7,1525,36.7,1,2023-12-31 00:00:00
303.8,1597,33.4,0,2023-12-31 01:00:00
301.8,1365,48.5,1,2023-12-31 02:00:00
298.3,1379,48.0,0,2023-12-31 03:00:00
299.8,1283,61.5,1,2023-12-31 04:00:00
298.2,1596,37.2,0,2023-12-31 05:00:00
298.5,1319,67.7,1,2023-12-31 06:00:00
302.5,1405,57.4,0,2023-12-31 07:00:00
300.2,1379,51.0,0,2023-12-31 08:00:00
298.1,1495,38.7,0,2023-12-31 09:00:00
299.0,1372,55.1,1,2023-12-31 10:00:00
297.5,2192,15.1,1,2023-12-31 11:00:00
302.2,1348,48.4,1,2023-12-31 12:00:00
300.9,1576,40.4,0,2023-12-31 13:00:00
302.9,1261,66.0,1,2023-12-31 14:00:00
298.5,1365,51.1,1,2023-12-31 15:00:00
300.1,1712,28.5,0,2023-12-31 16:00:00
298.3,1419,47.1,0,2023-12-31 17:00:00
299.8,2256,15.9,0,2023-12-31 18:00:00
302.4,1348,49.4,1,2023-12-31 19:00:00
303.2,1350,53.6,1,2023-12-31 20:00:00
301.1,1364,65.6,1,2023-12-31 21:00:00
301.1,2443,13.6,1,2023-12-31 22:00:00
301.0,1342,62.4,1,2023-12-31 23:00:00
299.8,2686,10.4,1,2024-01-01 00:00:00
299.1,1360,60.7,1,2024-01-01 01:00:00
299.2,2734,8.9,1,2024-01-01 02:00:00
298.6,1360,60.8,1,2024-01-01 03:00:00
299.1,1486,40.7,0,2024-01-01 04:00:00
303.4,1422,39.9,0,2024-01-01 05:00:00
298.6,1465,41.1,0,2024-01-01 06:00:00
300.0,1692,29.0,1,2024-01-01 07:00:00
301.0,2635,12.2,1,2024-01-01 08:00:00
302.7,1374,48.3,1,2024-01-01 09:00:00
301.2,1428,36.6,0,2024-01-01 10:00:00
301.8,1565,38.5,1,2024-01-01 11:00:00
298.4,1380,47.6,0,2024-01-01 12:00:00
301.0,1334,58.3,1,2024-01-01 13:00:00
302.5,1387,52.1,0,2024-01-01 14:00:00
302.7,1351,44.8,1,2024-01-01 15:00:00
298.9,1459,43.1,0,2024-01-01 16:00:00
300.1,1257,70.2,1,2024-01-01 17:00:00
302.6,1325,61.1,1,2024-01-01 18:00:00
302.3,1565,35.6,0,2024-01-01 19:00:00
301.5,1510,36.0,0,2024-01-01 20:00:00
301.3,1460,53.3,1,2024-01-01 21:00:00
302.4,1306,56.3,1,2024-01-01 22:00:00
304.1,1427,46.9,0,2024-01-01 23:00:00
299.5,1361,67.9,1,2024-01-02 00:00:00
299.0,1409,65.4,1,2024-01-02 01:00:00
301.4,1477,49.6,1,2024-01-02 02:00:00
300.1,1400,48.5,0,2024-01-02 03:00:00
301.2,1526,38.3,1,2024-01-02 04:00:00
301.6,1364,66.0,1,2024-01-02 05:00:00
298.1,1885,24.9,1,2024-01-02 06:00:00
300.0,1379,64.9,1,2024-01-02 07:00:00
301.4,1536,38.3,0,2024-01-02 08:00:00
300.1,1358,59.6,1,2024-01-02 09:00:00
296.7,1375,51.4,0,2024-01-02 10:00:00
302.8,1366,49.5,1,2024-01-02 11:00:00
302.4,1320,52.5,1,2024-01-02 12:00:00
302.0,1606,34.5,0,2024-01-02 13:00:00
303.6,1331,52.8,1,2024-01-02 14:00:00
301.8,1444,41.9,1,2024-01-02 15:00:00
300.1,1342,48.5,0,2024-01-02 16:00:00
301.5,1580,35.7,0,2024-01-02 17:00:00
299.4,1543,37.1,1,2024-01-02 18:00:00
297.5,1671,28.0,0,2024-01-02 19:00:00
300.6,1473,31.5,0,2024-01-02 20:00:00
296.3,1534,33.8,0,2024-01-02 21:00:00
301.9,1334,59.8,1,2024-01-02 22:00:00
300.5,1347,50.1,0,2024-01-02 23:00:00
301.9,1373,48.1,1,2024-01-03 00:00:00
297.7,1458,41.1,0,2024-01-03 01:00:00
298.1,1363,50.6,1,2024-01-03 02:00:00
298.7,2274,16.1,1,2024-01-03 03:00:00
302.9,1258,70.5,1,2024-01-03 04:00:00
302.5,1337,67.7,1,2024-01-03 05:00:00
299.1,1367,56.3,1,2024-01-03 06:00:00
300.3,1474,38.7,0,2024-01-03 07:00:00
302.7,1305,55.0,1,2024-01-03 08:00:00
303.7,1543,38.3,0,2024-01-03 09:00:00
299.8,1518,44.6,1,2024-01-03 10:00:00
301.3,1565,36.0,0,2024-01-03 11:00:00
299.7,1720,27.1,0,2024-01-03 12:00:00
302.0,1558,39.1,0,2024-01-03 13:00:00
301.0,1549,41.4,0,2024-01-03 14:00:00
302.6,1328,48.6,1,2024-01-03 15:00:00
299.0,1507,36.7,0,2024-01-03 16:00:00
300.6,1474,40.7,0,2024-01-03 17:00:00
301.9,1442,60.5,1,2024-01-03 18:00:00
299.6,2554,12.9,1,2024-01-03 19:00:00
298.6,1316,51.4,0,2024-01-03 20:00:00
302.3,1804,25.0,0,2024-01-03 21:00:00
301.8,1379,52.3,1,2024-01-03 22:00:00
303.0,1300,53.5,1,2024-01-03 23:00:00
303.1,1829,24.5,0,2024-01-04 00:00:00
301.5,1362,61.0,1,2024-01-04 01:00:00
298.7,1322,57.0,0,2024-01-04 02:00:00
299.4,1287,62.4,1,2024-01-04 03:00:00
298.8,1343,60.8,1,2024-01-04 04:00:00
299.8,1367,57.1,1,2024-01-04 05:00:00
298.7,1449,42.3,0,2024-01-04 06:00:00
302.9,1357,55.0,0,2024-01-04 07:00:00
298.9,1561,45.3,0,2024-01-04 08:00:00
298.0,1431,52.9,0,2024-01-04 09:00:00
299.1,1282,61.1,1,2024-01-04 10:00:00
299.2,1352,48.9,1,2024-01-04 11:00:00
300.7,1639,31.4,0,2024-01-04 12:00:00
297.5,1723,27.3,0,2024-01-04 13:00:00
301.6,1335,64.4,1,2024-01-04 14:00:00
302.1,1603,35.9,0,2024-01-04 15:00:00
300.6,1510,42.8,0,2024-01-04 16:00:00
301.0,2712,9.6,1,2024-01-04 17:00:00
302.3,1327,48.5,1,2024-01-04 18:00:00
301.3,2341,14.1,1,2024-01-04 19:00:00
298.5,1582,40.3,0,2024-01-04 20:00:00
299.3,1623,31.1,0,2024-01-04 21:00:00
301.9,2708,9.7,1,2024-01-04 22:00:00
296.8,1385,60.0,1,2024-01-04 23:00:00
299.8,1446,61.9,1,2024-01-05 00:00:00
298.9,1616,36.5,0,2024-01-05 01:00:00
302.4,1287,68.4,1,2024-01-05 02:00:00
303.0,1361,47.5,1,2024-01-05 03:00:00
301.1,1408,46.3,0,2024-01-05 04:00:00
298.7,1673,30.8,0,2024-01-05 05:00:00
301.7,1594,32.4,0,2024-01-05 06:00:00
300.2,1906,22.9,0,2024-01-05 07:00:00
302.7,1349,54.7,1,2024-01-05 08:00:00
300.8,1425,44.0,0,2024-01-05 09:00:00
302.5,1334,53.4,1,2024-01-05 10:00:00
298.6,2617,12.1,1,2024-01-05 11:00:00
303.7,1462,46.2,0,2024-01-05 12:00:00
299.1,1229,66.7,1,2024-01-05 13:00:00
302.5,1329,50.1,1,2024-01-05 14:00:00
302.3,1377,54.4,1,2024-01-05 15:00:00
299.6,2187,17.5,1,2024-01-05 16:00:00
301.8,1482,41.4,0,2024-01-05 17:00:00
297.3,1592,34.4,0,2024-01-05 18:00:00
301.4,1543,36.9,0,2024-01-05 19:00:00
302.3,1443,54.6,0,2024-01-05 20:00:00
302.5,1350,51.1,1,2024-01-05 21:00:00
297.4,1439,51.9,0,2024-01-05 22:00:00
301.1,1226,69.8,1,2024-01-05 23:00:00
300.7,1265,68.0,1,2024-01-06 00:00:00
300.8,1379,56.2,1,2024-01-06 01:00:00
299.2,1534,39.7,0,2024-01-06 02:00:00
299.7,1299,65.4,1,2024-01-06 03:00:00
301.7,1366,62.1,1,2024-01-06 04:00:00
301.5,1379,48.3,1,2024-01-06 05:00:00
302.3,1359,48.9,1,2024-01-06 06:00:00
301.5,2759,8.0,1,2024-01-06 07:00:00
298.6,1423,44.3,0,2024-01-06 08:00:00
303.6,1546,38.5,0,2024-01-06 09:00:00
297.2,1604,39.4,0,2024-01-06 10:00:00
302.6,1363,47.3,1,2024-01-06 11:00:00
300.6,1471,44.1,0,2024-01-06 12:00:00
300.4,1523,38.5,0,2024-01-06 13:00:00
297.7,1354,50.2,0,2024-01-06 14:00:00
302.2,1307,58.0,1,2024-01-06 15:00:00
300.6,1502,42.4,0,2024-01-06 16:00:00
297.6,1396,53.1,1,2024-01-06 17:00:00
300.5,1469,42.9,0,2024-01-06 18:00:00
299.4,1720,27.6,1,2024-01-06 19:00:00
303.1,1361,47.3,1,2024-01-06 20:00:00
297.4,1789,25.0,0,2024-01-06 21:00:00
301.5,1379,52.1,1,2024-01-06 22:00:00
301.9,1379,52.7,1,2024-01-06 23:00:00
300.5,1877,23.8,0,2024-01-07 00:00:00
301.7,1399,56.6,1,2024-01-07 01:00:00
297.5,1440,38.8,0,2024-01-07 02:00:00
299.6,1471,44.3,0,2024-01-07 03:00:00
302.6,1369,55.8,1,2024-01-07 04:00:00
302.3,1505,36.7,0,2024-01-07 05:00:00
302.5,1349,54.3,1,2024-01-07 06:00:00
297.2,1435,43.0,0,2024-01-07 07:00:00
299.7,1983,21.0,0,2024-01-07 08:00:00
298.8,1581,37.5,0,2024-01-07 09:00:00
302.3,1543,33.1,0,2024-01-07 10:00:00
303.1,1435,41.9,0,2024-01-07 11:00:00
302.5,1363,54.7,1,2024-01-07 12:00:00
296.3,1654,29.6,0,2024-01-07 13:00:00
300.4,1715,30.8,0,2024-01-07 14:00:00
301.8,1618,37.8,0,2024-01-07 15:00:00
302.0,1358,53.1,0,2024-01-07 16:00:00
298.2,1769,27.2,0,2024-01-07 17:00:00
300.3,1624,32.6,0,2024-01-07 18:00:00
301.8,1261,61.8,1,2024-01-07 19:00:00
299.2,1388,46.5,1,2024-01-07 20:00:00
297.4,1584,42.8,0,2024-01-07 21:00:00
298.8,1287,61.9,1,2024-01-07 22:00:00
301.8,1284,68.2,1,2024-01-07 23:00:00
300.2,1547,37.7,0,2024-01-08 00:00:00
302.5,1335,52.7,0,2024-01-08 01:00:00
296.9,1316,62.0,1,2024-01-08 02:00:00
299.8,1466,46.1,0,2024-01-08 03:00:00
303.9,1270,68.5,1,2024-01-08 04:00:00
304.1,1374,56.6,0,2024-01-08 05:00:00
301.5,1533,37.4,1,2024-01-08 06:00:00
301.2,1479,45.5,0,2024-01-08 07:00:00
300.2,1452,47.8,0,2024-01-08 08:00:00
302.1,1368,61.6,1,2024-01-08 09:00:00
299.0,1596,36.6,1,2024-01-08 10:00:00
299.0,1531,36.0,0,2024-01-08 11:00:00
302.3,1328,57.8,1,2024-01-08 12:00:00
299.6,1227,65.9,1,2024-01-08 13:00:00
302.8,1372,46.3,1,2024-01-08 14:00:00
297.8,2582,12.6,1,2024-01-08 15:00:00
302.5,1446,44.0,0,2024-01-08 16:00:00
302.4,1334,53.1,1,2024-01-08 17:00:00
298.4,1431,41.8,1,2024-01-08 18:00:00
301.0,1558,38.5,1,2024-01-08 19:00:00
296.4,1233,75.4,1,2024-01-08 20:00:00
302.2,1337,67.8,1,2024-01-08 21:00:00
303.2,1295,54.3,1,2024-01-08 22:00:00
301.5,2830,5.6,1,2024-01-08 23:00:00
303.7,1457,44.1,0,2024-01-09 00:00:00
302.3,1333,66.8,1,2024-01-09 01:00:00
302.1,1364,66.4,1,2024-01-09 02:00:00
299.1,1475,42.4,1,2024-01-09 03:00:00
303.1,1365,54.3,1,2024-01-09 04:00:00
300.7,1366,63.2,1,2024-01-09 05:00:00
300.0,1312,64.5,1,2024-01-09 06:00:00
300.2,1999,21.0,0,2024-01-09 07:00:00
298.9,1827,26.1,0,2024-01-09 08:00:00
297.9,1547,44.0,0,2024-01-09 09:00:00
299.5,1374,48.3,0,2024-01-09 10:00:00
302.3,1314,52.5,1,2024-01-09 11:00:00
302.7,1564,34.3,0,2024-01-09 12:00:00
299.8,1948,22.6,1,2024-01-09 13:00:00
298.6,2615,12.1,1,2024-01-09 14:00:00
297.8,1631,31.3,0,2024-01-09 15:00:00
301.7,1355,57.6,1,2024-01-09 16:00:00
301.9,1366,55.6,0,2024-01-09 17:00:00
301.1,1529,38.7,0,2024-01-09 18:00:00
300.3,1400,43.3,1,2024-01-09 19:00:00
302.5,1312,52.5,1,2024-01-09 20:00:00
300.5,1397,45.2,0,2024-01-09 21:00:00
297.6,1389,49.0,0,2024-01-09 22:00:00
301.1,1493,38.9,0,2024-01-09 23:00:00
301.4,1634,31.1,0,2024-01-10 00:00:00
301.5,1453,44.2,0,2024-01-10 01:00:00
298.5,1282,60.9,1,2024-01-10 02:00:00
302.4,1358,54.7,1,2024-01-10 03:00:00
298.9,1560,32.2,0,2024-01-10 04:00:00
302.5,1349,54.6,1,2024-01-10 05:00:00
303.0,1627,37.1,0,2024-01-10 06:00:00
297.2,1482,39.3,0,2024-01-10 07:00:00
299.4,1504,37.8,0,2024-01-10 08:00:00
298.6,1704,28.3,0,2024-01-10 09:00:00
297.1,1304,53.5,0,2024-01-10 10:00:00
297.9,1602,32.1,0,2024-01-10 11:00:00
300.8,1505,45.5,0,2024-01-10 12:00:00
304.0,1517,43.1,0,2024-01-10 13:00:00
298.6,2617,12.1,1,2024-01-10 14:00:00
296.7,1605,31.3,0,2024-01-10 15:00:00
301.0,1641,33.4,0,2024-01-10 16:00:00
299.4,1298,65.6,1,2024-01-10 17:00:00
298.1,1626,36.5,0,2024-01-10 18:00:00
300.8,2673,11.5,1,2024-01-10 19:00:00
295.9,1547,40.9,0,2024-01-10 20:00:00
301.3,1383,63.7,1,2024-01-10 21:00:00
298.1,1303,53.9,0,2024-01-10 22:00:00
302.7,1446,55.7,1,2024-01-10 23:00:00
301.9,1316,49.2,1,2024-01-11 00:00:00
298.3,1507,44.7,0,2024-01-11 01:00:00
298.5,1379,49.6,0,2024-01-11 02:00:00
302.9,1256,71.3,1,2024-01-11 03:00:00
298.4,1362,46.1,0,2024-01-11 04:00:00
301.8,1372,54.7,0,2024-01-11 05:00:00
302.0,1310,56.7,1,2024-01-11 06:00:00
300.8,1453,43.9,0,2024-01-11 07:00:00
300.2,1329,53.6,0,2024-01-11 08:00:00
299.2,1534,37.7,0,2024-01-11 09:00:00
300.9,1609,28.7,0,2024-01-11 10:00:00
302.2,1274,56.0,1,2024-01-11 11:00:00
302.2,1445,48.1,1,2024-01-11 12:00:00
302.4,1273,59.0,1,2024-01-11 13:00:00
301.8,1316,49.2,1,2024-01-11 14:00:00
300.1,1561,37.7,1,2024-01-11 15:00:00
301.2,1233,64.6,0,2024-01-11 16:00:00
298.7,1375,48.3,0,2024-01-11 17:00:00
300.6,1366,63.7,1,2024-01-11 18:00:00
298.7,1514,32.8,1,2024-01-11 19:00:00
302.3,1433,50.3,0,2024-01-11 20:00:00
301.3,1449,41.0,1,2024-01-11 21:00:00
299.1,1316,54.8,1,2024-01-11 22:00:00
298.3,1523,45.9,0,2024-01-11 23:00:00
298.5,2617,12.1,1,2024-01-12 00:00:00
300.3,1523,39.2,0,2024-01-12 01:00:00
301.4,1376,50.6,0,2024-01-12 02:00:00
300.5,1308,61.0,1,2024-01-12 03:00:00
302.7,1419,46.4,1,2024-01-12 04:00:00
302.0,1297,64.2,1,2024-01-12 05:00:00
299.5,1863,22.5,0,2024-01-12 06:00:00
300.5,1653,27.6,0,2024-01-12 07:00:00
299.3,1913,23.7,1,2024-01-12 08:00:00
302.1,1326,59.1,1,2024-01-12 09:00:00
298.8,1442,50.0,0,2024-01-12 10:00:00
300.5,1367,54.0,0,2024-01-12 11:00:00
299.6,1401,57.2,1,2024-01-12 12:00:00
299.3,1459,35.6,0,2024-01-12 13:00:00
303.1,1420,55.8,0,2024-01-12 14:00:00
298.6,1742,30.0,0,2024-01-12 15:00:00
297.9,1527,42.8,0,2024-01-12 16:00:00
299.4,1845,22.9,0,2024-01-12 17:00:00
303.3,1630,32.5,0,2024-01-12 18:00:00
301.4,1443,44.7,1,2024-01-12 19:00:00
297.4,1431,43.0,0,2024-01-12 20:00:00
302.1,1379,50.0,1,2024-01-12 21:00:00
297.4,1466,45.5,0,2024-01-12 22:00:00
297.6,1463,46.7,0,2024-01-12 23:00:00
302.8,1350,51.0,1,2024-01-13 00:00:00
303.3,1400,53.2,1,2024-01-13 01:00:00
302.4,1378,48.3,1,2024-01-13 02:00:00
297.6,1569,36.2,0,2024-01-13 03:00:00
301.5,1343,62.4,1,2024-01-13 04:00:00
298.4,1414,46.4,0,2024-01-13 05:00:00
301.9,1373,48.0,1,2024-01-13 06:00:00
303.0,1335,68.5,1,2024-01-13 07:00:00
303.3,1366,51.0,1,2024-01-13 08:00:00
297.2,1258,69.1,1,2024-01-13 09:00:00
298.2,1422,37.9,1,2024-01-13 10:00:00
301.0,1370,52.3,1,2024-01-13 11:00:00
302.0,1327,48.4,1,2024-01-13 12:00:00
301.5,1942,20.5,0,2024-01-13 13:00:00
303.6,1432,42.5,0,2024-01-13 14:00:00
301.9,1339,55.7,1,2024-01-13 15:00:00
302.0,1263,60.4,1,2024-01-13 16:00:00
302.3,1377,47.3,1,2024-01-13 17:00:00
295.6,1911,20.9,0,2024-01-13 18:00:00
301.5,1579,28.0,0,2024-01-13 19:00:00
301.5,1425,54.4,0,2024-01-13 20:00:00
299.0,1534,37.6,1,2024-01-13 21:00:00
301.7,1378,55.7,1,2024-01-13 22:00:00
297.5,1624,30.9,0,2024-01-13 23:00:00
299.7,1313,60.0,0,2024-01-14 00:00:00
295.6,1632,32.2,0,2024-01-14 01:00:00
302.9,1357,56.0,1,2024-01-14 02:00:00
302.6,1367,51.4,1,2024-01-14 03:00:00
300.6,1339,52.9,0,2024-01-14 04:00:00
297.6,1507,46.0,0,2024-01-14 05:00:00
303.0,1218,62.8,1,2024-01-14 06:00:00
299.0,1374,63.0,1,2024-01-14 07:00:00
301.3,1512,36.9,0,2024-01-14 08:00:00
298.2,1315,61.3,1,2024-01-14 09:00:00
297.3,1846,24.5,0,2024-01-14 10:00:00
296.9,1385,57.7,1,2024-01-14 11:00:00
300.7,1369,63.7,1,2024-01-14 12:00:00
300.7,1598,33.7,0,2024-01-14 13:00:00
301.2,1335,57.5,1,2024-01-14 14:00:00
303.2,1514,41.2,0,2024-01-14 15:00:00
297.6,1427,45.6,0,2024-01-14 16:00:00
302.1,1419,47.3,1,2024-01-14 17:00:00
300.8,1666,36.2,0,2024-01-14 18:00:00
301.5,1599,32.7,1,2024-01-14 19:00:00
296.9,1548,35.8,1,2024-01-14 20:00:00
303.8,1443,40.7,0,2024-01-14 21:00:00
299.3,1498,39.5,0,2024-01-14 22:00:00
298.7,1314,63.0,1,2024-01-14 23:00:00
299.8,1320,67.4,1,2024-01-15 00:00:00
302.5,1329,47.3,1,2024-01-15 01:00:00
302.6,1374,48.3,1,2024-01-15 02:00:00
298.2,1510,39.9,0,2024-01-15 03:00:00
301.3,1378,53.6,1,2024-01-15 04:00:00
301.8,1286,62.8,1,2024-01-15 05:00:00
300.2,1523,42.3,0,2024-01-15 06:00:00
296.9,1369,51.9,1,2024-01-15 07:00:00
299.7,2305,15.4,1,2024-01-15 08:00:00
302.5,1314,52.3,1,2024-01-15 09:00:00
301.9,1475,47.8,0,2024-01-15 10:00:00
297.4,1620,33.2,0,2024-01-15 11:00:00
295.6,1426,48.6,0,2024-01-15 12:00:00
297.4,1359,46.9,0,2024-01-15 13:00:00
300.3,2749,8.4,1,2024-01-15 14:00:00
298.8,1309,60.5,1,2024-01-15 15:00:00
295.6,1329,55.3,0,2024-01-15 16:00:00
298.4,1421,60.7,1,2024-01-15 17:00:00
299.2,1326,61.4,1,2024-01-15 18:00:00
297.3,1486,42.6,0,2024-01-15 19:00:00
298.9,1335,47.8,0,2024-01-15 20:00:00
302.4,1411,55.2,1,2024-01-15 21:00:00
301.5,1416,53.2,0,2024-01-15 22:00:00
302.3,1339,50.8,0,2024-01-15 23:00:00
297.4,1622,35.0,0,2024-01-16 00:00:00
301.0,1481,37.5,0,2024-01-16 01:00:00
297.9,1537,37.7,0,2024-01-16 02:00:00
297.9,1323,44.5,1,2024-01-16 03:00:00
300.9,1352,46.4,0,2024-01-16 04:00:00
299.9,1417,54.4,1,2024-01-16 05:00:00
302.3,1332,66.7,1,2024-01-16 06:00:00
298.8,1591,31.1,0,2024-01-16 07:00:00
300.4,1543,38.9,0,2024-01-16 08:00:00
299.7,1463,59.3,1,2024-01-16 09:00:00
302.4,1411,55.2,1,2024-01-16 10:00:00
298.9,1487,39.5,0,2024-01-16 11:00:00
302.4,1347,59.4,1,2024-01-16 12:00:00
299.5,1697,28.4,1,2024-01-16 13:00:00
298.2,1300,66.9,1,2024-01-16 14:00:00
302.7,1262,67.9,1,2024-01-16 15:00:00
301.7,1379,52.2,1,2024-01-16 16:00:00
302.7,1373,47.1,1,2024-01-16 17:00:00
300.0,1423,48.7,0,2024-01-16 18:00:00
296.7,1385,61.4,1,2024-01-16 19:00:00
297.4,1761,27.2,0,2024-01-16 20:00:00
297.3,1385,55.2,0,2024-01-16 21:00:00
299.6,1559,39.1,0,2024-01-16 22:00:00
300.6,1567,36.0,1,2024-01-16 23:00:00
303.3,1334,52.6,1,2024-01-17 00:00:00
297.6,1254,45.8,0,2024-01-17 01:00:00
303.5,2665,11.3,1,2024-01-17 02:00:00
302.0,1336,70.0,1,2024-01-17 03:00:00
299.5,1478,54.7,1,2024-01-17 04:00:00
298.5,1323,45.6,1,2024-01-17 05:00:00
298.6,1611,35.7,0,2024-01-17 06:00:00
299.4,1539,37.7,1,2024-01-17 07:00:00
302.3,1526,37.7,0,2024-01-17 08:00:00
298.4,1386,44.9,0,2024-01-17 09:00:00
301.6,1375,46.8,1,2024-01-17 10:00:00
297.1,1496,45.8,0,2024-01-17 11:00:00
301.0,1765,24.2,0,2024-01-17 12:00:00
298.5,1385,46.3,1,2024-01-17 13:00:00
302.9,1348,47.9,1,2024-01-17 14:00:00
302.3,1559,33.9,0,2024-01-17 15:00:00
299.3,1344,60.8,1,2024-01-17 16:00:00
303.3,2705,9.9,1,2024-01-17 17:00:00
300.9,1363,53.6,1,2024-01-17 18:00:00
304.0,1389,45.8,0,2024-01-17 19:00:00
301.5,1527,38.0,1,2024-01-17 20:00:00
299.9,1963,22.3,1,2024-01-17 21:00:00
297.2,1652,32.1,0,2024-01-17 22:00:00
298.2,1511,31.0,1,2024-01-17 23:00:00
298.6,2566,12.8,1,2024-01-18 00:00:00
302.9,1373,47.6,1,2024-01-18 01:00:00
303.0,1349,49.7,1,2024-01-18 02:00:00
300.6,1557,33.8,0,2024-01-18 03:00:00
297.6,1373,50.6,0,2024-01-18 04:00:00
302.0,1372,48.0,1,2024-01-18 05:00:00
300.7,1464,59.1,1,2024-01-18 06:00:00
302.3,1387,47.3,0,2024-01-18 07:00:00
298.0,1527,32.4,0,2024-01-18 08:00:00
300.9,2235,15.8,0,2024-01-18 09:00:00
301.2,1282,67.9,1,2024-01-18 10:00:00
300.3,1444,42.0,0,2024-01-18 11:00:00
302.4,1447,49.9,1,2024-01-18 12:00:00
302.3,1375,53.0,1,2024-01-18 13:00:00
297.5,1456,44.7,0,2024-01-18 14:00:00
297.1,1733,28.7,0,2024-01-18 15:00:00
301.4,1590,36.3,0,2024-01-18 16:00:00
302.2,1562,38.0,0,2024-01-18 17:00:00
301.6,1325,49.2,0,2024-01-18 18:00:00
303.0,1365,50.7,1,2024-01-18 19:00:00
301.4,1855,25.3,0,2024-01-18 20:00:00
297.8,1412,48.3,0,2024-01-18 21:00:00
300.6,1725,28.5,1,2024-01-18 22:00:00
301.7,2709,9.7,1,2024-01-18 23:00:00
303.3,1306,60.8,1,2024-01-19 00:00:00
297.1,1406,60.4,0,2024-01-19 01:00:00
302.1,1363,47.8,1,2024-01-19 02:00:00
298.0,1301,58.5,0,2024-01-19 03:00:00
302.6,1360,48.0,1,2024-01-19 04:00:00
299.9,2672,10.9,1,2024-01-19 05:00:00
304.4,1508,35.1,1,2024-01-19 06:00:00
303.1,1373,48.0,1,2024-01-19 07:00:00
300.1,1575,29.8,0,2024-01-19 08:00:00
302.7,1603,32.5,0,2024-01-19 09:00:00
297.9,1604,36.1,1,2024-01-19 10:00:00
299.8,1446,62.0,1,2024-01-19 11:00:00
302.1,1378,48.0,1,2024-01-19 12:00:00
300.7,1471,40.2,0,2024-01-19 13:00:00
296.3,1774,25.9,0,2024-01-19 14:00:00
302.1,2644,11.8,1,2024-01-19 15:00:00
302.9,1256,71.3,1,2024-01-19 16:00:00
299.0,1196,65.7,1,2024-01-19 17:00:00
300.0,1397,51.2,0,2024-01-19 18:00:00
301.8,1386,62.3,1,2024-01-19 19:00:00
300.6,1567,36.0,1,2024-01-19 20:00:00
300.4,1231,62.8,1,2024-01-19 21:00:00
302.0,1382,50.2,1,2024-01-19 22:00:00
300.3,1650,35.2,0,2024-01-19 23:00:00
297.3,1566,35.7,0,2024-01-20 00:00:00
301.5,1382,52.4,0,2024-01-20 01:00:00
300.4,1228,66.0,1,2024-01-20 02:00:00
301.4,1368,63.7,1,2024-01-20 03:00:00
297.3,1339,60.7,1,2024-01-20 04:00:00
301.6,1355,57.8,1,2024-01-20 05:00:00
